amount_inr,active_call,call_duration_seconds,screen_share_active,typing_jitter_ms,is_new_payee,velocity_10m,is_fraud
1311.5585425253048,0,31,0,10.0,0,1,0
39473.62865756417,1,700,0,81.31330390876381,1,2,1
145.13476993499046,0,28,0,37.40717688563137,0,1,0
1628.8271039612976,0,2,0,70.45709311986774,0,2,0
125.33759072401325,0,537,0,10.0,0,1,0
2759.6817083546375,0,421,0,63.47567411598416,0,1,0
123.90490607828278,0,32,0,60.16870132256115,0,1,0
447.4606687185431,0,111,0,73.84323444853027,0,1,0
2536.6176414079137,0,393,0,63.933874055877396,0,1,0
647.0282426056289,0,71,0,93.70182268016951,0,3,0
5245.268504891555,0,29,0,22.99518365566128,1,1,0
167.81938434069002,0,233,0,58.171677167556,0,1,0
738.8514369637528,0,57,0,30.371806577404058,1,1,0
721.2668477370081,0,23,0,10.0,0,1,0
217.9344693044572,0,223,0,87.80607651737292,0,1,0
1108.3638193446257,0,136,0,64.93335008689128,0,2,0
5744.397287575938,0,66,0,64.40024274533874,0,3,0
1530.0629607390042,0,76,0,61.16787722346088,0,1,0
3500.4557844878036,0,27,0,98.65648074956704,0,1,0
1198.9102231180154,0,158,0,47.556782206458344,0,2,0
3191.487292041997,1,37,0,33.80256785522823,0,1,0
4682.490930109189,0,74,0,48.32520474197149,0,1,0
12959.62917693655,0,316,0,84.5775954512798,1,3,0
8985.095371783467,0,75,0,20.965513079291036,0,1,0
481.09062883689313,0,211,0,80.93294897871505,0,1,0
732.8048014428922,0,87,0,84.64110175142699,0,2,0
1708.8772352355234,0,77,0,84.58484963804048,0,1,0
4093.1060205275094,0,614,0,52.15280663014077,0,1,0
366.2678933422301,0,89,0,73.41147200754295,0,1,0
22.564535199775595,0,70,0,41.87237185358568,0,3,0
40.14241584833508,0,403,0,55.77135959813909,0,1,0
1550.640527628005,0,86,0,68.83773692383474,0,1,0
9334.301966969586,0,67,0,59.47880647982181,0,1,0
3509.0849574275203,1,123,0,30.036481631319507,0,1,0
371.14661487410206,0,102,0,32.41676642705953,0,1,0
4727.215142084262,0,214,0,52.928403427598866,0,1,0
2372.8914553397835,0,182,0,139.25520776949884,0,2,0
430.215465028225,0,207,0,32.0472590992718,0,1,0
527.9285040484604,0,153,0,60.298526857619905,1,2,0
2891.0727660452685,0,199,0,49.875352827028934,0,2,0
2159.065705405873,0,351,0,58.93544983376983,0,1,0
1050.747170001677,0,98,0,47.001721305770914,0,1,0
5934.198101071678,0,262,0,57.89714670003247,0,1,0
138.71844987993177,1,113,0,123.55607644224855,0,1,1
2435.600524465346,1,5,0,78.89180672506701,0,1,0
59785.704668661856,1,1397,0,164.4837203299755,1,1,1
63.07804314308424,0,168,0,26.376742804627295,0,2,0
1317.7269969875679,0,145,0,47.91704652781193,0,1,0
1016.0891191783501,0,422,0,57.140987528515026,0,1,0
156.17137356593,0,328,0,60.33706548389687,0,1,0
7773.211765309584,0,51,0,74.6770464681155,0,1,0
290.9562839755699,0,57,0,41.81208945260245,0,2,0
1288.683630641505,0,197,0,90.6607795311576,0,1,0
32138.15847328666,0,1920,0,180.35095982880753,1,1,1
44532.98545376789,0,2317,1,193.43237917230562,1,1,1
6480.2574836046715,0,123,0,56.90566375926896,0,1,0
534.5859861756584,0,88,0,40.03752537246138,0,2,0
1097.393029360353,0,310,0,51.760473149686796,1,1,0
460.91877811916345,0,104,0,87.81876301689381,1,1,0
24.127207870442696,0,336,1,34.51119631943646,1,1,0
1283.7329673158886,0,92,0,52.22147670814988,1,1,0
2284.1603280439986,0,160,0,72.79499431977858,0,1,0
583.3091107875964,0,559,0,60.42686495998619,0,1,0
439.4934227216525,0,73,0,53.80989292628311,0,3,0
1005.5693351597713,0,1186,0,59.48271210782938,0,1,0
7709.0458201948,0,129,0,78.15172498015619,1,6,0
518.720963066361,1,163,0,34.57796121230617,1,1,0
1165.3734059179462,0,32,0,52.95204396327987,0,2,0
1067.1866542679854,0,34,0,42.66463289774516,0,1,0
2816.856616738801,0,302,0,13.442119787558191,1,2,0
127.98619839947949,0,6,0,10.0,1,2,0
412.4310358863724,0,86,0,81.20214282266609,1,1,0
2177.148470360511,0,115,0,40.4813748442227,0,1,0
853.9126017927,0,42,0,48.49586780191471,1,2,0
2980.511226809668,0,56,0,36.01010518276411,0,1,0
1100.77107808007,0,0,0,59.04400338151094,0,2,1
1855.2234884934583,0,42,0,28.798675166415812,0,1,0
473.6594729102811,0,9,0,54.84665361877304,0,2,0
1147.4085463332112,0,39,1,58.19267074660909,0,1,0
927.1518934034993,0,62,0,53.59363065747193,0,1,0
22.743042924972592,0,24,0,36.679883729314206,0,2,0
4806.274863045291,0,94,0,57.802793083391364,0,1,0
1209.863709123543,0,40,0,35.683822674143684,0,1,0
2238.637552480042,0,16,0,54.11211677997268,1,1,0
292.7992854988585,0,264,0,56.588545425525645,0,3,0
996.0435643508129,0,17,0,38.0190106709521,0,1,0
1660.4089273295187,0,142,0,80.2175222066291,1,1,0
4927.348637909089,0,146,0,48.96671295652136,0,2,0
96793.05113068398,1,1835,1,175.50585646097923,1,1,1
6671.809757093393,0,506,0,85.84604074973782,0,1,0
246.2771193463397,0,31,0,62.006456042438714,0,1,0
2518.722582918749,0,106,0,56.79359621107922,0,2,0
38444.734948934034,1,1080,0,118.88264133971856,1,1,1
3642.3323854640776,0,318,0,41.13733067404905,0,2,0
157.26759395626325,0,142,0,13.503664553458094,0,2,0
146.25800441111508,0,56,0,37.97064186326001,0,1,0
934.0067719168618,0,48,0,73.25301348102488,1,1,0
4872.549494167449,0,172,0,67.75338723968179,0,1,0
115.51049551145157,0,600,0,82.88439519250788,0,3,0
10570.637969949506,0,6,0,47.6637188781932,0,1,0
16360.845628265604,1,1018,1,122.65877464789163,1,1,1
799.1262912794127,0,100,0,42.77065103666439,0,1,0
5928.555765784321,0,491,0,38.738911556471926,1,2,0
1075.9670730928906,0,113,0,20.888616801284037,0,1,0
123.60385214429321,0,218,0,93.34459623274907,0,1,1
936.644621418864,1,179,0,54.775733292631536,0,1,0
1677.917174338785,0,115,0,62.122101594455344,0,1,0
1485.7613972231661,0,235,0,15.905691180328787,1,2,0
1457.9217037821513,0,133,0,43.70219234791164,0,1,0
2635.8201073728765,0,15,0,41.75940279822787,0,1,0
536.6054667736898,0,28,0,56.5984697270283,0,1,0
90071.88835533499,1,922,1,145.4996746388853,0,2,1
1120.671378652357,0,6,0,72.93569141416516,0,2,1
41.59743623815418,0,49,0,54.468143170339744,0,2,0
582.8116069743971,1,70,0,60.519681541360875,0,1,0
2542.527942076619,1,510,0,61.30603428309534,0,3,0
2423.0718977790752,0,223,0,33.17702781783036,1,1,0
178.54298497554709,0,115,0,77.72091984925943,0,1,0
4168.49843236034,0,260,0,50.68207691876182,0,2,0
378.5057552910147,0,270,0,57.096277423350934,1,1,0
2008.8291674240409,0,616,0,39.50201540606267,0,1,0
481.8223261834865,0,140,0,56.66344905621239,0,1,0
1867.4769335013598,0,469,0,39.409311345004454,0,1,0
2641.2831077502465,0,98,0,24.090388391685572,0,1,0
6218.459045223801,0,10,0,31.69462114710611,0,1,0
438.65867268883466,0,122,0,37.58661064871168,1,5,0
5513.749984241779,0,237,0,46.85175445620733,1,1,0
888.1989800699256,0,106,0,19.33445433201905,0,2,0
27331.61237112598,1,2074,1,180.3338118747293,1,1,1
149.81268894413287,0,336,0,56.105614096511346,0,1,0
276.73005590668777,0,361,0,49.554246789926424,1,1,0
1152.8269033332504,0,1022,0,91.58440376792359,0,2,0
4242.301202771215,0,73,0,39.42964859259413,0,1,0
701.2867908223388,0,287,0,74.16848965379468,0,2,0
1451.1688443953942,0,53,0,77.34308682061497,0,1,0
4005.602494350817,0,568,1,41.79439636015511,0,2,0
4811.488737601249,0,54,0,27.495134201663664,0,1,0
1900.876382420203,0,313,0,69.79404392936495,0,1,0
70875.91385292086,1,1796,0,105.78759652019232,1,1,1
260.3156767445306,0,146,0,50.29404708281065,0,4,0
2096.395625809282,0,53,0,31.858556257997826,1,1,0
364.4189194718518,0,523,0,39.18774290606127,0,1,0
1617.7379421688454,0,257,0,25.150067716631717,0,1,0
2946.985998932719,0,171,0,43.18619140451054,0,1,0
2016.5213854198137,0,44,0,34.934368792937406,0,1,0
2155.851512073684,0,372,0,38.182520704563785,0,1,0
1851.4708609302306,0,77,0,48.37020053008547,0,1,0
3639.09298396966,0,1130,0,70.32843443568764,0,2,0
2095.281153224197,0,95,0,34.72712792313192,0,1,0
1927.504216409651,0,261,0,49.45360761603847,1,1,0
661.8759488480179,0,6,0,26.095200373137363,0,1,0
722.506975055791,0,256,0,50.99681918180441,0,1,0
4559.05447761659,0,257,0,44.80364059076046,0,1,0
63.12383791189122,0,396,0,70.94287546434437,0,1,0
5782.600121751021,0,0,0,39.02000735212372,0,3,1
4999.870289017162,1,80,0,79.93222539824222,0,4,0
1004.4665179516365,0,137,0,12.120517970812834,1,1,0
3551.5776473375395,0,87,0,44.677207837915766,0,1,0
2548.514306345835,0,88,0,103.05049014299249,0,1,0
91299.72652726372,0,2252,1,117.65444138308311,0,1,1
5918.481491133606,0,179,0,104.71128452109669,0,1,0
20532.99216096165,1,1542,1,245.41737982289186,0,1,1
7251.612216783518,0,360,0,51.398350877978054,1,1,0
988.2108735608791,0,22,0,99.06064828026877,0,3,0
104.41635490728565,0,96,0,70.97366325162227,0,1,0
3351.6398028645194,0,310,0,36.653015780060855,0,2,0
90657.96333512184,1,2860,0,155.62231328702816,1,2,1
3572.5216284811213,0,176,0,62.264391496812166,0,2,0
8031.892930942257,0,633,0,41.384761986604474,0,1,0
89798.31021773853,0,1948,0,90.30076361508092,1,2,1
308.6058437002405,0,216,0,45.26013439074462,0,1,0
102.6159581587597,0,31,0,67.50703128614494,0,3,0
1660.1560914990414,0,111,0,72.27820285035111,0,1,0
5249.570266431599,0,72,0,64.3889829523697,0,2,0
3111.6642305928926,0,130,0,56.34362747104005,0,1,0
151.25394192141945,0,53,0,15.090881954473012,0,1,0
50.21056904600182,0,341,0,66.62598359965736,0,2,0
2258.2737111230094,0,220,0,13.962971327250528,0,1,0
920.7633058334523,0,19,0,71.80061980479493,0,1,0
1152.4111198394735,0,96,0,40.70868881941444,0,1,0
74399.02620556766,1,1233,0,236.6576195262012,1,3,1
1508.2926899274096,0,306,0,30.343511198525903,1,1,0
604.9161115547213,0,139,0,15.076866995147476,1,2,0
7526.126695493666,0,332,0,71.83283431931719,0,2,0
1728.7199810924817,0,19,0,81.474096280431,0,1,0
128.24239826372565,0,552,0,62.04504307799822,0,1,0
2239.697098462356,0,175,0,70.23749928285545,0,1,0
1069.34497068388,0,214,0,42.87998573811035,0,2,0
1507.72331832184,0,120,0,96.14428273947225,0,1,0
4852.7351217275245,0,60,0,62.14914631245662,0,1,0
2000.2240357186995,0,10,0,78.5219089347378,0,1,0
1232.7823407727512,0,147,0,53.99949926876235,0,1,0
3221.4978983161163,0,46,0,42.98855373189648,0,1,0
4793.109792854381,0,381,0,26.74771688523426,1,1,0
54.76728902152489,1,10,0,102.59674039683162,0,1,0
1354.0405363584612,0,180,0,66.38818616407647,0,1,0
5412.4992623633425,0,157,0,46.776282240374485,0,1,0
1039.1650754831783,0,449,0,11.037037557500888,0,1,0
296.2898917875888,0,135,0,79.55437341711246,1,1,0
216.8286187638153,0,16,0,10.0,1,1,0
2894.7567462936086,0,18,0,59.457781603941555,0,2,0
2482.914596534876,1,488,0,40.16121329560878,0,2,0
2393.056765224744,0,320,0,60.73825656010582,0,1,0
738.7919708084826,0,392,0,65.74088448667312,1,1,0
1022.0902722157496,0,307,0,50.03214497707462,0,2,0
1387.339066175408,0,489,0,54.627411189634174,0,2,0
447.2082717995375,0,108,0,33.159316092612144,1,1,0
1216.8769098561595,0,33,0,49.51835819015568,0,3,0
115.09750687768485,0,353,0,26.8935102258758,0,1,0
2480.6318779236617,0,49,0,74.40214143797505,0,1,0
998.5360311212394,0,372,0,10.0,0,1,0
21.72755573835771,0,14,0,74.27412352849728,0,2,0
3165.988156743705,0,43,0,59.223053655833006,0,2,0
1916.8395144974222,0,130,0,92.96273945667406,0,1,0
1098.9399971500145,0,339,0,67.13455291066163,0,1,0
3426.029235791972,0,58,0,20.48665394422919,0,4,0
3206.5555700452073,0,45,0,41.19321607924455,0,1,0
2553.4239655019223,0,80,0,45.99705037315702,0,1,0
49.25340743149812,0,41,0,78.92307946476143,0,2,0
2596.6239239808133,0,825,0,52.10126169415529,1,2,0
1250.9769584589142,1,35,0,10.0,0,3,0
2724.638412230009,0,72,0,65.28745147546414,0,2,0
4351.767564780395,0,21,0,60.7542496202087,0,2,0
1204.905531194685,0,440,0,53.830420444987624,0,1,0
2135.256492218254,0,323,0,36.63157768224149,0,1,0
2133.7517740722974,0,14,0,37.924937420743476,0,3,0
376.2105588153191,0,426,0,49.394021977669816,0,2,0
49622.058985519645,1,1411,0,108.32219084911974,1,5,1
216.63255590725666,0,262,0,31.38781802325584,0,3,1
1273.6678192229779,0,106,0,68.23185674255484,0,2,0
5144.778996699122,0,2,0,75.7043667179895,0,1,0
5102.1876398868,0,216,0,77.5123987459349,0,1,0
518.3262441505791,0,39,0,41.63094027125171,1,1,0
9201.77626637094,0,26,0,34.96968928567037,1,1,0
1900.7196541920525,0,836,0,55.839560876629285,0,1,0
110.65461203146357,0,69,0,60.34556809790638,0,2,0
600.4206411019555,0,18,0,57.40328989760421,0,2,0
82121.5831496737,0,1226,0,119.7331161656563,1,3,1
4262.329714678491,0,90,0,64.6063655885772,0,1,0
40566.07929494389,1,1194,1,198.56496897560115,1,3,1
40872.75559271396,1,1698,0,96.86662544455123,1,3,1
1447.1897258627143,0,74,0,31.366168668122477,1,2,0
1149.5307829108658,0,253,0,44.89473735840768,0,2,0
1728.782525742925,0,11,0,41.15167833212625,0,1,0
1527.672292897066,0,259,0,84.65528500193443,0,2,0
20088.8051665067,1,1900,0,173.39692836706726,1,1,1
3666.6593607922396,0,22,0,29.762484895734822,1,1,0
3278.9204990788285,1,120,0,69.67651038458544,1,5,0
1499.706947528147,0,18,0,21.4754321214142,1,1,0
1509.6448341556636,0,164,0,40.88199148544223,1,4,0
26.960158399298276,0,191,0,28.32185969109336,0,2,0
892.3026603538245,0,63,0,64.06814499745842,0,1,0
31283.7518843134,1,1523,1,244.0835515641864,1,3,1
513.9349249977445,0,3,0,45.23168701867658,0,1,0
2790.2977636222527,0,196,0,35.95216168221891,0,1,0
2297.2625234508187,0,270,0,60.26605569226867,0,1,0
2091.850745642558,0,46,0,40.44504135876596,0,3,0
999.3765269918069,0,144,0,37.86039234653401,1,2,0
921.0675444747422,0,65,0,50.4014293136088,0,2,0
168.30795331926382,0,195,0,51.54970826422184,1,3,0
559.7906154562818,0,498,0,29.07911348838632,1,1,0
2497.6303257393024,0,243,0,54.05840557090153,0,1,0
6825.3644663559435,0,148,0,70.91306554132609,0,3,0
217.13128621219323,0,44,0,43.38311474159838,0,3,0
372.4665682205619,0,37,0,80.39130008711238,1,1,0
59328.19785165287,1,1817,1,60.15297400437791,1,2,1
1165.797279494684,0,400,0,84.27330643154372,0,1,0
608.7274654725165,0,234,1,61.98984102907654,0,1,0
312.77005928643075,0,242,0,51.80344058615822,0,3,0
414.37780290185674,0,87,0,32.66778930360451,0,1,0
5940.573851605517,0,501,0,35.73281020413399,0,3,0
175.70070619887414,0,453,0,54.242469451711045,0,1,0
2674.768024527304,0,88,0,78.51899504433183,1,1,0
1878.8115072599962,0,206,0,53.40029319868829,1,1,0
88465.4416018263,1,2048,0,155.82568669756995,1,5,1
412.6060781041105,0,122,0,32.74291711594971,0,2,0
2529.398243052334,0,135,0,57.251741060175036,1,1,0
560.4415745881207,0,579,0,49.459526824358086,1,2,0
4607.534976687903,0,52,0,22.370977769071168,1,1,0
3503.0512179165576,0,16,0,65.8089452414178,0,1,0
2661.8011802700526,0,10,0,55.436228082457404,0,1,0
2701.714674190549,0,91,0,34.77763431278605,0,1,0
473.7649058681154,0,447,0,39.66175545900923,1,1,0
1084.9129652354145,0,361,0,56.76729689555347,0,1,0
2524.576403435311,0,68,0,31.371591697146286,0,1,0
2384.8325957895217,0,357,0,15.62365623092795,1,1,0
5780.84001837486,0,258,0,67.87478788684355,1,1,0
13.288541156563651,0,264,0,81.56816110586234,0,1,0
2035.976370998593,0,395,0,45.900176926235794,0,1,0
1460.2988421961927,0,276,0,72.7483118358052,0,1,0
1365.9604402860186,0,32,0,74.17274837053867,0,2,0
4970.150026496441,0,80,0,75.31342995798306,0,1,0
1973.299551855771,0,42,0,22.45510610485408,0,1,0
4712.875805055999,0,8,0,44.07266861814059,0,1,0
1310.6516552769688,0,33,0,31.312162369995775,0,1,0
1642.157564693946,0,141,0,64.92584285913041,0,1,0
1085.252213409663,0,2,0,75.45568955147395,0,1,0
5242.568646973948,0,296,0,24.03981835083558,0,1,0
1744.1398711107213,0,61,0,32.70817498543161,0,1,0
680.6047350710226,0,95,0,75.75702249987201,0,1,0
20.3462630757559,0,33,0,57.58581099495093,0,1,0
96227.9969759002,1,1331,0,162.57404578869563,1,1,1
33.636397698941025,0,233,0,44.83524259960915,0,1,0
2012.00459341341,0,299,0,55.073473325030996,0,1,0
1795.0093023449624,0,86,0,78.76149325904854,0,2,0
121.97118334195471,1,67,0,51.430525633245566,0,2,0
5270.451159576082,0,34,0,40.08420333585713,0,3,0
772.2259550527867,0,56,0,64.53236775653706,0,2,0
2021.4891841251454,0,91,0,58.68142944954665,0,1,0
1904.9077238335597,0,46,0,29.79141300383035,1,1,0
1539.1745730257776,0,113,0,47.716854834257084,0,1,0
1702.1632892086252,0,37,0,65.54565004107559,0,1,0
542.9904849602397,0,182,1,68.24008724973179,0,2,0
5899.454050302788,0,8,0,67.0260225893375,0,1,0
2507.072083375911,0,66,0,58.83257211994878,0,1,0
1470.9056826282208,0,380,0,98.9609315588183,0,1,0
582.4252720451934,0,319,0,66.79921262235386,0,1,0
224.90203416851034,0,64,0,76.92712988976614,0,1,0
1140.4391584953999,0,102,0,70.99581981540337,0,3,0
3497.936750828165,0,2,0,55.744595191547404,1,2,0
73040.44905924838,1,651,0,120.2323845868065,1,1,1
115.9994663325043,1,168,0,43.25390014768551,0,2,0
1476.2130516926961,0,72,0,66.88348404828679,0,1,0
625.7089019965305,0,371,0,57.78429918044999,0,2,0
445.9571522898737,0,255,0,50.381357272639654,0,3,0
10237.669330049155,0,19,0,44.27266043345236,1,1,0
1420.5378391252177,0,59,0,61.96921720999282,0,2,0
132.73705736512673,0,270,0,51.52531284314725,0,1,0
682.451136944797,0,18,0,19.65895537171823,0,3,0
1370.1293372387288,0,298,0,44.78871740496118,0,2,0
2271.3689912891937,0,167,0,78.95631072868977,0,2,0
759.0465967557628,0,20,0,67.56860825290042,0,1,0
2027.4301542558806,0,193,0,84.5226770000555,0,1,0
2349.977895735758,0,24,0,30.492612516760296,0,1,0
5823.654655782655,0,602,0,49.89823899754077,1,2,0
4660.311118571188,0,96,0,48.03461005377784,0,1,0
1737.9479666168606,0,475,0,84.37555621860682,0,2,0
2802.453481173736,0,286,0,42.95873277078655,0,2,0
1778.7739147748896,0,162,0,40.54164685785164,0,1,0
4023.5547574247553,0,210,0,82.38991797006649,0,2,0
4905.949344149179,0,40,0,55.837449511784015,0,2,0
574.8922421463723,0,272,0,36.893152484713994,0,3,0
182.02096039720888,0,22,0,60.81765234029241,0,1,0
7675.076315175667,0,99,0,13.362949454009353,0,1,0
2504.753160733354,0,388,0,45.95149698287348,0,2,0
3674.196974456529,0,190,0,10.947149317743715,0,1,0
3689.8588522919795,0,235,0,56.65273290345375,0,2,0
209.74618528386705,0,264,0,98.55201753426178,0,1,0
8024.242879425147,0,108,0,23.03580755174792,1,1,0
1777.2541862184044,0,134,0,71.91308051280379,0,1,1
251.16835742210486,0,54,0,11.791156091858042,1,1,0
502.2814032627751,0,95,0,58.962872050149485,0,4,0
8316.539688971072,0,54,0,73.88726850616541,0,1,0
1214.916645632721,0,147,0,34.61911429675444,0,3,0
4190.606490952814,0,75,0,67.96522245681129,0,1,0
9317.599232863515,0,221,0,25.789413987166846,0,1,0
2787.929480073281,0,107,0,31.78437751935757,0,2,0
922.1322425810934,0,98,0,65.39733691792374,0,4,0
1132.2463222108463,0,669,0,75.23090803579126,0,2,0
3008.1352769868695,0,82,0,47.21439793875831,0,3,0
1893.1202647043856,0,113,0,57.53508767043582,0,2,0
2857.052468693522,0,741,0,68.59560443386644,0,1,0
873.0738515139718,0,70,0,57.00502869829695,0,1,1
11512.453053469933,1,2351,0,236.3717361780477,1,2,1
1805.3413801097845,0,304,0,44.81299519649284,0,2,1
52946.15311872145,0,1288,1,114.2632259122172,1,1,1
1424.1656973675724,0,77,0,30.982485443779147,0,1,0
642.4409472454028,0,115,0,46.681909711862396,0,1,0
4670.972649630306,0,156,0,53.190589210118276,1,2,0
157.39968536461842,0,62,0,23.394166404274674,0,1,0
45.93224733634177,0,75,0,27.171124274708617,0,2,0
859.8902751463472,0,9,0,54.40796931684995,1,1,0
524.0516040222435,0,628,0,39.902116421130394,0,1,0
1324.7586660847492,0,26,0,48.20902015392105,0,1,0
993.2892947725435,0,143,0,89.09862034329818,0,1,0
1126.9836425508342,0,2,0,20.337045389868067,0,1,0
2486.4840804128185,0,4,0,21.979590302319963,1,1,0
7731.733173433169,0,268,0,88.11587595913,0,1,0
2517.9730244609373,0,387,0,15.637153227670431,0,2,0
202.9967933453501,0,37,0,92.52136927616455,0,1,0
2658.8088275396544,0,36,0,73.41107025202433,0,2,0
2217.8519792900065,0,64,0,61.84400156054994,0,4,0
1041.9492896319991,0,25,0,64.9718756988691,0,1,0
1999.7397794006463,1,53,0,34.486655554513575,1,3,0
1877.0963250368243,0,242,0,24.400995399212377,0,2,0
2143.7530595404214,0,1341,0,69.39492593151506,0,1,0
767.3073499787527,0,239,0,88.44225904914462,0,1,0
292.0027920394322,0,68,0,67.99248360588768,0,1,0
19366.26968739176,1,1151,0,103.6677023038869,1,2,1
187.26589132867346,0,35,0,69.9616302447877,1,2,0
7979.272725639672,0,57,0,13.931461924581434,0,3,0
3862.093850659176,1,7,0,90.79274835242086,0,2,0
14881.070186012254,1,1427,1,190.34839046647312,1,2,1
3413.8064383015726,0,52,0,63.90179708130805,0,1,0
667.648618193069,0,506,0,69.21576832595468,0,1,0
514.3775407812557,0,118,0,47.50152176105743,0,1,0
4295.451989355452,0,315,0,70.0906645362185,0,2,0
3608.871079308045,0,155,0,42.44800360110381,0,2,0
259.9916455051442,0,117,0,29.15826076558179,1,2,0
534.2650255481681,0,589,0,58.941012824210006,0,1,0
3423.3971222021296,0,12,0,52.77372849003497,0,4,0
1104.1229354854504,0,94,0,68.0309253232683,0,4,0
701.6376541460771,0,522,0,42.94969940413013,0,1,0
578.0928016227065,0,63,0,61.58959011840461,0,1,0
805.7608484177106,0,56,0,14.970235883167554,0,1,0
1105.7529704859903,0,87,0,56.57692076401649,1,1,0
452.483180149248,0,199,0,51.737532021089365,0,1,0
771.9190828149711,0,424,0,33.26695907458422,0,1,0
3985.335256907234,0,78,0,55.907070787284056,0,1,0
2872.4583993335978,0,411,0,39.726760948344086,0,3,0
2363.3864526467273,0,302,0,40.69248961439085,0,1,0
1500.941071318559,0,95,0,10.0,0,2,0
3555.686547743347,0,308,0,10.0,1,1,0
10129.938169098014,1,2113,1,159.05365728068458,1,1,1
7415.386753414579,0,120,0,52.96796613440241,0,1,0
2282.139930151759,1,127,0,41.379567606654454,0,1,0
5316.3875261507355,0,24,0,45.746972883313404,1,2,0
3067.9347066414234,0,320,0,10.0,0,2,0
2738.609373010375,0,192,0,44.756236985556235,0,1,0
715.4471941590272,0,152,0,25.028208114740785,0,1,0
738.6733500025015,0,215,0,11.900268839891282,0,1,0
143.55224664447726,0,289,0,66.45376319610862,0,1,0
677.7154922564979,0,25,0,62.70920741990684,0,1,0
4167.807668011392,0,55,0,37.0053858232491,1,3,1
52066.49133125362,0,615,0,141.21063264387158,1,3,1
195.3476200156719,0,211,0,71.70074157667703,0,1,0
2877.9828301387693,0,16,0,38.52754246038525,0,1,0
3818.55309808074,0,78,0,60.85386574534588,0,1,0
577.6908636485707,0,3,0,56.2410727953711,0,1,0
1913.8308415746733,0,138,0,61.756517385585376,0,1,0
1834.0275802816132,0,273,0,20.230833433350924,0,1,0
4758.504116148342,0,286,0,59.717098871831524,0,2,0
711.7684049017001,0,487,0,72.21946721972176,0,1,0
6770.266156141367,0,165,0,76.50604414208047,0,1,0
792.3022270411362,0,53,0,39.6325263385121,0,2,0
6176.313552994973,0,104,0,73.09936386036901,1,1,0
24.403632047374497,0,32,0,63.545775997656065,0,1,0
3058.9564872523933,0,173,0,45.637807457519195,0,1,0
475.7940367036647,0,11,0,84.18048396513274,0,1,0
81.713207993453,0,228,0,77.23480276684424,0,3,0
2288.323473094447,0,116,1,66.79095330760673,0,1,0
2955.681338246277,0,131,0,74.11883940983604,0,1,0
1776.0725266095042,0,578,0,42.42364032952775,0,2,0
2690.089319212814,0,501,0,39.20858559633412,0,1,0
1561.1119532684738,0,388,0,47.466117777320704,1,1,0
64031.22669240845,1,1343,0,140.94758418701008,1,3,1
